GEOID,INTPTLAT,INTPTLON,rpe_1d_1y
2302942100,44.628815,-67.378484,2358.0446799185393
2302953500,45.1563568,-67.7954243,2138.2115518800006
2302958165,44.9835423,-67.101382,2145.190916079401
2302975770,45.3379048,-67.7715935,2082.767482950862
2302524320,44.6516554,-69.6612751,2055.044295112417
2301380215,44.1280105,-69.2438847,2359.978987821743
2302103740,45.562359,-69.4306631,1885.6746958556528
2302144830,45.2868319,-68.8951091,2000.2472518861648
2301937760,45.1663672,-68.8081966,2042.845513490743
2301936325,44.9159213,-68.9279419,2021.0866317378052
2300905700,44.4021376,-68.5277179,2254.0248145153773
2301938705,44.8768163,-68.9966512,2022.2820439599998
2300907800,44.2583531,-68.5463234,2346.1940996254066
2300908815,44.642021,-68.7596645,2061.1701798057434
2300911265,44.4090064,-68.8155328,2202.24873341688
2300914905,44.2586827,-68.2266102,2559.456629069834
2300916935,44.7008917,-68.5579582,2066.662015770239
2300919770,44.674153,-68.223137,2191.4553197281653
2303101605,43.4398088,-70.5280318,2306.760674551781
2303114485,43.7671861,-70.808863,2265.555972084054
2303116725,43.5505681,-70.5738328,2300.6400639713725
2303122955,43.1465674,-70.7743732,2325.874493567549
2303139195,43.6884813,-70.781883,2276.3480799440376
2300923200,44.5829304,-68.4800944,2157.9707517697557
2300926350,44.6005457,-68.2444784,2230.932279688292
2300926595,44.1502287,-68.247902,2571.279204004157
2300928975,44.9504903,-68.3050885,2108.840578391345
2300938180,44.4919882,-68.3200565,2280.6027915775153
2303139405,43.7457983,-70.6997996,2292.5262510484754
2303141750,43.4997132,-70.6479572,2298.53441596
2303150325,43.3522584,-70.7794351,2313.9677879720102
2303154980,43.2319797,-70.5854656,2320
2300947630,44.3336389,-68.3304054,2447.2780994264776
2300955505,44.5763199,-68.6699152,2108.9284117309326
2300957920,44.4827026,-68.705997,2161.234487725576
2300967300,44.3468802,-68.6343652,2258.12423173071
2303155085,43.5337707,-70.356845,2320.9999999999995
2303156870,43.7333572,-70.8940422,2235.859743889466
2303170030,43.2306123,-70.7524244,2320.9999999999995
2303136745,43.3667143,-70.430941,2315.8923229260618
2303138425,43.3999085,-70.9127855,2269.3739398497023
2300969750,44.4763274,-68.1799866,2345.52891160789
2300972865,44.2574506,-68.3128193,2529.4439875817925
2300974580,44.1504635,-68.6453275,2332.1315597815583
2300975280,44.4674623,-68.5073288,2214.514732631985
2300975455,44.1273867,-68.4411733,2463.794984045603
2300977345,44.2570242,-68.4582193,2413.5383635136714
2300977415,44.4655401,-68.3908996,2266.1905693172635
2300978925,44.5355356,-68.780694,2118.0385639943756
2300986655,44.353843,-68.1384554,2474.5788557123697
2300902865,44.39747,-68.2638076,2409.211951416817
2300955855,44.7960516,-68.2448397,2134.3022007792993
2300974965,44.5348898,-68.1534474,2300.338156672605
2300313900,47.0097356,-67.9925027,1668.5323760332737
2300311300,46.6983864,-68.2271613,1713
2300327120,46.6069394,-68.5089486,1707.0000000000002
2301939475,45.354924,-68.4395081,2025.4863878447522
2301941435,45.2140279,-68.5074293,2078.266607840002
2300502655,43.8393208,-70.744838,2278.020383903808
2302170655,45.1708525,-68.9139184,2017.8274919262237
2301902795,44.8296254,-68.7887668,2018.0083681847293
2301906575,45.08826,-68.9066811,2025.332853865953
2301906680,44.8944804,-68.5467521,2042.4547920101656
2301910670,44.8004538,-69.0031168,2033.8910879200012
2301944270,45.5421512,-68.2915641,1998.3960198842933
2301945810,45.6496165,-68.6827834,1943.5460199599997
2301948505,44.7047554,-69.0129288,2055.9065246855585
2301949065,44.8672167,-69.2188382,1995.5414038471706
2301952710,45.8848234,-68.6930368,1893.299159845537
2301955565,44.88168,-68.738644,2019.3016000400005
2300528870,43.9049196,-70.367727,2261.1017038507334
2300541067,43.6769364,-70.1547563,2300.3194514149563
2300566145,43.5712034,-70.3341696,2320.9555919599998
2300586025,43.7946894,-70.4053294,2297.1541691768866
2300507170,44.0475125,-70.743319,2226.3954998800004
2300510180,43.5673345,-70.2035092,2313.386734701098
2300524495,43.7404718,-70.2771725,2302.6433839599995
2300527025,43.8356976,-70.5202063,2284.6325895149653
2300386865,46.9691223,-68.6302254,1704.79467604
2301912525,45.433183,-68.505804,1991.2558553354643
2301913365,44.7951865,-68.4790607,2058.1933878146224
2301914310,44.9434715,-69.258242,1986.2275400072908
2301917530,45.0405785,-69.2815193,1995.2651268399304
2301918580,45.5798412,-68.0938698,1995.7571678800016
2301921030,45.6536396,-68.5973397,1946.0632479600006
2301957045,45.1929858,-68.5947765,2083.1519318452333
2301959950,44.7852824,-69.2362765,2022.9060852979774
2301960790,45.5046663,-68.076604,2017.8385695592413
2300512300,43.7353201,-70.0810075,2290.6862911619028
2300920405,44.9539498,-68.1650816,2131.7081699083446
2300928450,44.4314885,-68.0768429,2388.770807756378
2300144585,44.1048969,-70.4046803,2187.73711588
2301922535,44.8058128,-68.6110909,2024.3047821733508
2300319420,47.0583816,-68.6561538,1710
2300548820,43.9575077,-70.2960108,2244.7972278800003
2301922710,45.1686632,-68.6890344,2075.892159891052
2301923620,45.28411,-68.5822307,2040.884425949352
2301923865,44.7638663,-69.1280682,2036.803903886888
2301927190,45.0772584,-69.1587713,2000.7924268629765
2301927645,44.8926944,-68.8453277,2023.0000000000002
2301967160,45.3926023,-68.757516,1981.4092578869745
2301973600,45.896629,-68.4952563,1899.7135598800007
2301981055,45.4631206,-68.20429,2025.762886032893
2301986305,45.4774334,-68.3389798,2009.0608318488776
2301987390,45.5253867,-68.4498515,1980.7079508055356
2301344165,43.9040684,-69.0092904,2331.9999999999995
2300553860,43.8460922,-70.2417983,2278.453667949657
2300560545,43.6331574,-70.1853051,2306.3838573386247
2300560685,43.9039141,-70.1820179,2261.060615919999
2301929185,45.0721779,-68.5893948,2096.9339720052167
2301930795,44.732873,-68.8828788,2037.0006959938733
2301932510,44.8201098,-68.9173278,2028.0868239600006
2301933490,44.7618374,-68.6759671,2023.110040415274
2301934190,45.2673968,-68.715311,2033.3122158056062
2300561945,43.917583,-70.4684497,2256.17011988
2300571990,43.631402,-70.2859894,2315.5991123901335
2300582105,43.7079198,-70.3526019,2312.54962396
2300356205,46.447311,-68.5125528,1717.8278924890392
2300374405,47.0690049,-68.1229132,1671.2194119600001
2300315395,45.9890991,-68.3835862,1872.514447121142
2300119105,43.9560209,-70.1324175,2244.3324758800013
2300129255,44.1897541,-70.1450885,2170.3454593795245
2300358060,46.8924629,-68.2157801,1693.4044519600006
2300360300,46.7868583,-68.4929011,1700.0770039600006
2302774475,44.5140187,-68.8390499,2132.9404309707083
2302505000,45.0177314,-69.8133653,2031.0128598490123
2301771755,44.3246351,-70.8437322,2057.0981677077916
2301937075,45.5774402,-68.211789,1993.4320281654593
2302549205,44.8991453,-70.0699592,1996.5830223603837
2300138740,44.0895127,-70.172095,2203.3119946268716
2300164570,44.0939071,-70.0719896,2191.170023651644
2300179585,44.1509213,-70.0624789,2168.1657999102126
2302306260,44.0734328,-69.9707483,2183.735030886836
2301380425,44.2606394,-69.3915239,2213.9616157108185
2301938005,45.3028144,-68.0861434,2078.32454392
2301945005,45.6424028,-68.4786709,1959.436154657848
2301947560,46.0971095,-68.494033,1829.420524208869
2301938530,45.3760425,-68.2981723,2039.469123884312
2301309725,44.2223433,-69.0630564,2336.9795917933156
2301315125,43.785232,-68.8540796,2389.0313438981098
2301315780,44.0139223,-69.2587056,2362.0813319745853
2302101920,45.1581414,-69.06071,2012.5230319600003
2302105560,45.2461609,-69.6479106,1972.806371674001
2302129535,45.4621803,-69.5433184,1882.7186758163525
2302130095,45.2059651,-69.3401324,1996.0319035517596
2303100275,43.5366466,-70.9402576,2230.8126478757176
2303104720,43.2993201,-70.842062,2304.4867079044107
2303136535,43.3804271,-70.553959,2309.8487479600003
2303167475,43.554017,-70.8327964,2264.1647838643507
2303187985,43.165494700000004,-70.5910103,2326.640635959999
2303164675,43.5279586,-70.4195711,2317.1514679708953
2300710740,45.0643441,-70.2727491,1839.1952637217578
2303100730,43.4785681,-70.7270912,2301.143655920001
2303104860,43.4387329,-70.3929427,2320.3468759708117
2303109410,43.6362598,-70.5388421,2307.7140924119467
2303133665,43.6310191,-70.614369,2301.172436374934
2303137270,43.0048522,-70.6043548,NA
2303148750,43.6380776,-70.8760109,2241.136075916933
2303165725,43.4241422,-70.7578593,2309.159819931944
2303180530,43.6077226,-70.737125700000007,2282.064082157868
2303181475,43.311089,-70.6325882,2318.0695200712726
2300508430,43.8964047,-69.973436,2256.86287192
2300511125,43.9519795,-70.5132276,2244.7873798800006
2300526525,43.8448264,-70.0899526,2272.2416639199996
2300528240,43.7013527,-70.4629821,2311.9616832104493
2300531390,43.7336746,-69.9713969,2291.45904796
2300531600,44.1026868,-70.6523883,2193.4969318683834
2300548085,43.9757686,-70.6392975,2245.439003908423
2300566775,43.8875458,-70.6553581,2280.131194168387
2300573670,43.7754972,-70.58199,2301.44033596
2300587845,43.788137,-70.156478,2285.179718578141
2300357936,45.5768324,-68.4230007,1976.8327965382925
2301774685,44.2013783,-70.9721512,2154.0076237600006
2301727505,44.4025119,-70.9432192,1983.902271652517
2301731670,44.3943671,-70.3314027,2125.9548349962097
2301733315,43.8489972,-70.8307642,2255.045223876511
2301741365,44.1924713,-70.8858033,2160.0172198000014
2301752575,44.9271304,-70.9214615,1718.187391189927
2301778465,44.7285984,-70.9835836,1746.1684319571912
2500502690,41.9316531,-71.2945028,2420.8403360263906
2500516950,41.829273,-71.152087,2407.0127600399987
2500520100,42.0405144,-71.1093268,2418.756956267195
2500538225,42.017302,-71.2164203,2417
2500545000,41.6613028,-70.9379126,2467.7149130514467
2500549970,41.9653413,-71.1817803,2416
2500556375,41.8468781,-71.2448699,2405.4772335844946
2500562430,41.7384794,-71.165065,2397.501927986414
2501105560,42.6918507,-72.5598402,2172.4779159600002
2501705070,42.3953169,-71.1802841,2366.6596958797672
2501711000,42.3760428,-71.1186798,2388.8917119061275
2501713135,42.5970548,-71.3696996,2254.832367827684
2501721990,42.4059375,-71.0546487,2400.884311945728
2501730700,42.1959508,-71.4534301,2375.842377746315
2501112505,42.6331304,-72.8547116,2170.5076638584505
2501114885,42.6947306,-72.7109556,2167.13232796
2501743895,42.2848223,-71.3488109,2344.606663853776
2501748955,42.5784007,-71.0844481,2349.466347758871
2501752805,42.6706425,-71.6028575,2231.8622024023007
2501768260,42.3833674,-71.4210704,2303.949035584334
2501769415,42.6120881,-71.2278451,2292.465459826805
2501771025,42.6677617,-71.4288204,2223.778743894025
2501773440,42.3694508,-71.1779249,2369.6129398797448
2501773790,42.3604268,-71.3610994,2320.707453505027
2501780230,42.5646465,-71.1645158,2331.3062993478725
2501761380,42.2319469,-71.3729634,2359.7435078538538
2501761590,42.5736544,-71.6409862,2246.9381948023797
2502308085,41.9723761,-70.9787727,2422.8533916353745
2502309000,42.082543,-71.0246378,2417.0000000000005
2502311665,41.8751792,-70.7467149,2470.47849596
2502330210,42.2243188,-70.8806733,2420.056663984651
2502333920,41.8343838,-70.9568262,2450.735655905124
2502354310,41.894085,-70.6186096,2467.20979996
2502354415,41.9591,-70.8027525,2453.747399904169
2502360330,42.2050615,-70.7429781,2438.9999999999995
2501147835,42.677091,-72.4538758,2170.463255942795
2501129475,42.5755716,-72.9007887,2186.7112175929824
2500701585,41.3340004,-70.8234318,2464.58004804
2501531785,42.2817975,-72.8626463,2331.3685999199984
2501731085,42.2240957,-71.5404885,2364.825547880001
2501738715,42.3496175,-71.547214,2313.7281445993517
2501745560,42.3317684,-71.2083997,2364.8516918400264
2501700380,42.483953,-71.4384947,2274.6125518681088
2501701605,42.4187215,-71.1639124,2370.7449558796093
2501701955,42.6762927,-71.8325227,2234.678317745198
2501702130,42.2577546,-71.4735257,2348.892323419421
2501703005,42.5665731,-71.575135,2243.022455920001
2500103690,41.661478,-70.3569515,2473.538476123872
2500107980,41.7475128,-70.0662227,2413.446724030202
2500123105,41.5949385,-70.5992513,2491.633886509391
2500151440,41.7656765,-69.9661951,2406.1690198155266
2500174385,41.9168051,-70.0271001,2403.1198743987666
2500960015,42.4684323,-71.0139456,2406.9411799054774
2500970150,42.641387,-70.9433833,2364.36112389252
2500977150,42.7995647,-70.9644283,2361.201339997758
2500901465,42.6480437,-71.1617514,2301.473763799588
2500907420,42.6831075,-71.0271876,2335.1272558065107
2500921850,42.6404197,-70.7711718,2387.635405564336
2500934550,42.7002733,-71.1613574,2289.878539879587
2500937490,42.4747664,-70.9620346,2420.6397279051566
2500937560,42.5341456,-71.0383332,2383.9478781649377
2500937995,42.562563,-70.7605566,2408.7458749696457
2500940710,42.7426414,-71.1786505,2278.607066863642
2500943580,42.4193586,-70.9298314,2431.8404639449564
2501116670,42.5179668,-72.6131394,2192.4207119822977
2501142040,42.7277722,-72.9853464,2115.899386933291
2500959105,42.4992484,-70.8982037,2429.189180482931
2501135180,42.4688984,-72.4845789,2191.5827239373007
2501352144,42.1888618,-72.3064803,2251.836583960001
2501358650,42.161251,-72.8538057,2363.426255926205
2501370045,42.1021459,-73.0345546,2371.2269760892173
2501135285,42.697576,-72.6276057,2169.939024412987
2501145490,42.4585511,-72.327191,2209.94773592
2501151265,42.6054372,-72.2920738,2175.695071920001
2501336300,42.048054,-72.569275,2299.6836881984977
2500726325,41.4397224,-70.867682,2469.1008507418155
2500769940,41.4730705,-70.6174223,2491.26846004
2500107175,41.7174595,-70.5918241,2477.7136733826396
2500139100,41.6176232,-70.4927131,2491.1550236192256
2500159735,41.7132003,-70.4857371,2471.8981863062395
2500182525,41.674949,-70.2260136,2451.9408836014018
2500100000,41.7990145,-70.2118803,2422.9256360297504
2501308470,42.1281757,-72.2053516,2269.0956398964345
2501376030,42.1388377,-72.7559114,2316.5164240074278
2501717475,42.679723,-71.3006796,2247.093888237428
2501900000,41.3058778,-70.1419099,2402.4690481399334
2501717825,42.6761491,-71.4997715,2221.0256709566897
2501943790,41.2934161,-70.1021689,2390.1105935466326
2501142285,42.5566171,-72.5170752,2186.7059479600002
2501161135,42.6186496,-72.6792789,2182.265577227715
2501735215,42.4452217,-71.2300145,2345.768175880229
2501735425,42.4255064,-71.3108115,2319.047091880978
2501735950,42.5359311,-71.4905688,2253.196547854217
2501372390,42.0613129,-72.2344109,2284.798047856528
2502107740,42.2061879,-71.0023199,2407.7574519600003
2502116495,42.2468719,-71.1794622,2387.804443906504
2502125172,42.0848585,-71.4105714,2422.31697996
2502146050,42.1162441,-71.3292739,2406.664991906283
2502155745,42.2610059,-71.0089876,2405.1666266079774
2502139765,42.1845991,-71.3053065,2381.955158069587
2500112995,41.6216288,-69.9819556,2382.8283096742002
2500129020,41.6971085,-70.0701673,2411.060866101133
2500155500,42.0569267,-70.1904751,2380.3312040399996
2500170605,42.0135566,-70.0641514,2393.801831969792
2500116775,41.7061233,-70.1648227,2433.2572087213193
2500119295,41.8415724,-69.9889257,2408.511311960001
2501379740,42.1268831,-72.4309522,2271.5480559199996
2502723875,42.601977,-71.8158697,2245.2975226254302
2501762535,42.3904453,-71.1010331,2392.1554937707197
2501739625,42.4259551,-71.4562562,2285.8087861254903
2501739835,42.4238438,-71.1092309,2387.4233279060686
2501740115,42.455723,-71.0590194,2396.6485839057573
2501767665,42.4742082,-71.0976654,2382.619522781158
2501768050,42.4296884,-71.512514,2281.8763587625945
2501772215,42.5043613,-71.0640612,2385.574224251198
2501776135,42.5855413,-71.44025,2245.1400878940594
2501780510,42.4527518,-71.1443188,2371.8539426279663
2501781035,42.4887033,-71.1543831,2360.633291839524
2501705805,42.5596744,-71.2609482,2302.9149357605165
2501727480,42.6116355,-71.5647433,2234.1316663449234
2501756130,42.5351829,-71.1054234,2361.659783759065
2501770360,42.6650015,-71.7119371,2246.6998199599993
2501772600,42.3889211,-71.2422678,2345.113059880346
2501777255,42.3605016,-71.3034335,2332.6555758672744
2501109595,42.5920917,-72.7886057,2192.3469878800015
2501115200,42.5085673,-72.7071592,2214.965007906024
2501129650,42.6932675,-72.8231158,2161.760107916706
2501158335,42.6955322,-72.9091479,2138.876775877241
2502124820,42.0613376,-71.2458016,2416.1427647670102
2501168400,42.4666914,-72.5467508,2190.607127982505
2501173265,42.6799712,-72.3398816,2154.9961599031467
2501125730,42.624101,-72.5086068,2181.0000000000005
2501174525,42.5563076,-72.4071526,2190.83514263277
2502709105,42.1808069,-72.1078882,2270.713175872264
2501501325,42.3635343,-72.5072913,2212.3768118973726
2502507000,42.3385513,-71.018253,2408.619279945505
2502581005,42.3755413,-70.9706464,2421.0448639452084
2502513205,42.3968243,-71.0313479,2405.56429394671
2502300000,42.0626995,-70.5623387,NA
2502300170,42.1157637,-70.956597,2420.8857809214273
2502317895,42.0444072,-70.7060604,2453.1711359599994
2502318455,42.0371161,-70.9421781,2422.438627972515
2502327795,42.0026344,-70.8637056,2435.894527904546
2501504825,42.2790098,-72.4004682,2241.0376479200004
2501519370,42.2654347,-72.6708131,2264.640552026365
2501527690,42.3564911,-72.5686319,2214.368449891388
2501572880,42.2754618,-72.2801578,2241.4445839599994
2501579915,42.4054143,-72.7260428,2260.1075191181303
2502331645,42.3402327,-70.8833012,2436.8317800123327
2502333220,41.9871959,-70.7419417,2459.503487931894
2502338540,41.7068394,-70.7509605,2482.738656925181
2502339450,41.6613631,-70.8120237,2484.0000000000005
2502352630,42.0678041,-70.8057131,2441.177935932093
2502357775,42.1292512,-70.9087358,2424.441559932413
2500523000,41.7253505,-71.0941619,2414.4929938672612
2500569170,41.9033244,-71.0949874,2424.0004400129915
2500577570,41.5797936,-71.0818218,2418.2123038659
2500500000,41.58184,-70.911743,2473.0908399724217
2502745105,42.326183,-72.1334314,2238.3580399599996
2502746925,42.1289365,-71.6557872,2358.42197901279
2500304545,42.2864593,-73.0848128,2249.071585157149
2500334655,42.3031741,-73.2339236,2165.644827818881
2500360225,42.5941657,-73.0223195,2139.0653278169157
2500371095,42.2408764,-73.1813284,2210.7468637978577
2500300555,42.6255598,-73.119828,2102.4191118592735
2500313345,42.5651072,-73.1491424,2117.8529493369924
2502755395,42.4541251,-71.8775397,2278.406409660073
2502758580,42.6889717,-72.1853265,2152.9076118963726
2502761800,42.2847672,-71.7142277,2345.7425840101764
2502763345,42.0597374,-72.0339083,2330.236910868724
2500314010,42.7227205,-73.1058185,2075.1506398784604
2500316180,42.4798193,-73.153776,2145.858811838758
2501526535,42.2449487,-72.5001426,2247.1574173968074
2502768155,42.1048104,-72.0877401,2300.7106318321416
2502768610,42.1320512,-71.750318,2344.1862808852115
2500324120,42.6800415,-73.0158137,2111.0579872326657
2500321360,42.1735328,-73.4449312,2189.6691878264414
2500326815,42.2216958,-73.3331753,2171.0551944967624
2500328180,42.5300119,-73.3166062,2102.8616339399505
2500330315,42.4358274,-73.1128124,2169.2889598577535
2500778235,41.3944058,-70.6564473,2475.3837160516305
2500750390,41.4571596,-70.5561006,2491.3591520399996
2502773090,42.1996041,-72.2000063,2254.046751936419
2502775400,42.2566908,-72.158169,2246.6971039599994
2502777010,42.5546,-71.9054402,2228.6423519110076
2500721150,41.3759343,-70.4807597,2470.3412466483687
2500713800,41.303014,-70.778694,2460.8616800400005
2500342460,42.1868935,-73.2231053,2216.473211778781
2500343300,42.0909195,-73.4701971,2223.768979880001
2500345420,42.0983596,-73.2458658,2247.081570752812
2500346225,42.6755506,-73.118109,2084.6287038592654
2502702480,42.5759263,-72.2295891,2181.777687920001
2502717685,42.0537777,-71.9350751,2340.769270127513
2500353050,42.408169,-73.0353403,2210.1155357560397
2500353960,42.4518397,-73.2606845,2123.714955919421
2500356795,42.3834973,-73.3591868,2114.358231900014
2500361065,42.1036505,-73.3598875,2222.4993198600173
2502730560,42.3558009,-71.8625737,2319.7773598861163
2502763165,42.2996253,-71.5284274,2335.0911438656626
2502775015,42.2684262,-71.6133087,2347.5777119199993
2502782000,42.2694781,-71.8077831,2353.2946839104047
2502771480,42.1765255,-71.6035879,2369.455843909137
2500367595,42.3019692,-73.3230236,2138.528255859902
2500373335,42.3697676,-73.1551696,2175.0072162437514
2500377990,42.3123539,-73.3880437,2128.051452024455
2500380685,42.5198375,-73.0496901,2160.9700638171626
2502769275,42.5634822,-72.0754719,2188.768879912065
2500300975,42.2543991,-73.42904,2146.9163238799997
2500334970,42.3678582,-73.2697633,2135.6596661895733
2500344385,42.6135175,-73.2257782,2091.162415899602
2500351580,42.2043457,-73.0849616,2283.452043565817
2500359665,42.1074964,-73.1186066,2309.0049757156075
2500379985,42.6957427,-73.2221178,2064.7243558391797
2500516425,41.5665098,-70.9582285,2462.5439839051305
2500525240,41.7793795,-71.0195258,2434.266735199254
2500556060,41.9304801,-71.0462145,2428.84238796
2500568750,41.7581626,-71.2141812,2388.076023986721
2501121780,42.6134178,-72.4264276,2182.88986396
2501127100,42.6146712,-72.5970627,2179.9999999999995
2501342145,42.0935962,-72.3214936,2270.8633295943523
2501365825,42.0525703,-72.7773529,2351.1033040689426
2501552560,42.3716476,-72.4124883,2221.8061170825413
2502174175,42.3059316,-71.282917,2351.676335867146
2502773895,42.0470748,-71.8458053,2339.7025490717224
2502775155,42.3694173,-71.7850362,2336.509771879999
2502741585,42.036642,-71.5787791,2395.24248388347
2502703740,42.4188835,-72.1120769,2214.479839544947
2502730945,42.1230066,-71.531404,2393.941455868691
2502734165,42.4835693,-71.6755848,2271.683994765467
2502728950,42.5042565,-71.5885131,2260.9689704312987
2502725485,42.5842062,-71.9887369,2203.098399911524
2502753225,42.5559497,-72.1508948,2183.656079332163
2502753120,42.4592215,-72.2163354,2206.247087943532
2502728740,42.3532213,-72.2171131,2234.11344396
2502741165,42.1586917,-71.5214188,2387.773479868627
2502328495,42.0502398,-70.8673595,2433.6132943791886
2502375260,42.0216172,-71.026717,2417
2502379530,42.0789741,-70.9393902,2422.773175972507
2502500000,42.3891057,-70.700216,NA
2502556585,42.4210055,-70.99036,2417.970399917999
2502340850,41.8780043,-70.8692669,2453.4669398922897
2502357600,41.7608637,-70.8389561,2481.162046284937
2502705490,42.384929,-71.6338895,2308.1004104899475
2500916250,42.5741744,-70.9505165,2388.272327785084
2500927900,42.6262226,-70.8572297,2383.3390118922525
2500945175,42.770406,-70.8724166,2381.5174560246005
2500932310,42.6959806,-70.8356476,2376.222287972185
2500941095,42.6105133,-71.0071181,2358.1608357716086
2500945245,42.8121411,-70.886646,2387.0207576556927
2500958405,42.7214946,-70.8866372,2369.182888012345
2501513590,42.3778524,-72.8419845,2296.473135879999
2501516040,42.4654945,-72.9182666,2243.1786557972973
2501526290,42.4376269,-72.8111413,2272.9518330397796
2502104930,42.0766822,-71.4744898,2417.4205839083343
2502109175,42.3238534,-71.1420033,2387.723364081354
2502111315,42.1757371,-71.1253849,2404.865359933084
2502114640,42.262428,-70.7988829,2437.9968382236766
2502141515,42.1731025,-71.3637564,2384.910799839999
2502141690,42.2415589,-71.0824369,2402.8088608500243
2502144105,42.2815935,-71.2424143,2368.2381278668977
2502150250,42.1873642,-71.1959711,2396.00003333855
2502155955,42.1789925,-71.052654,2410.02089996
2502167945,42.119006,-71.1036499,2413.2676939500557
2502172495,42.1462862,-71.2556036,2400.7188798934885
2500546575,41.9704544,-71.3349301,2424.7370839862647
2500500520,41.7182175,-70.9011509,2476.361891972388
2501179110,42.430995,-72.6424368,2213.338447986624
2501102095,42.5203242,-72.8056062,2232.244383840001
2501161905,42.4569676,-72.4172444,2203.3804778773956
2502102935,42.1324607,-71.054013,2414.011150945892
2502117405,42.2341598,-71.2911666,2369.0980232135894
2502130455,42.1403459,-70.9978612,2416.9168960581874
2502139975,42.1562029,-71.4303445,2395.8127959583203
2502154100,42.0128383,-71.336188,2422.8425600262626
2502178690,42.2196452,-71.2167679,2387.7034479299277
2502178972,42.2066757,-70.9458452,2408.698487208056
2502182315,42.0526709,-71.356858,2423.3229600261975
2502160785,42.1084634,-71.1851819,2413.6191362273494
2501319645,42.0623782,-72.498111,2293.3025519426565
2500900000,42.4533948,-70.6535866,NA
2500901260,42.8512932,-70.9558104,2375.1926737171743
2500905595,42.5566592,-70.84496,2413.535825895081
2500925625,42.7262256,-70.9833179,2343.8278935782128
2500929405,42.7829453,-71.0874356,2317.4766199588976
2500940430,42.8386028,-71.011997,2351.4981241711657
2500946365,42.6739092,-71.0913339,2318.54094693851
2500957880,42.656952,-70.6046301,2383.0370242618897
2500959245,42.8447944,-70.8414987,2398.3954840122024
2500968645,42.4680592,-70.8912602,2434.881671932358
2500974595,42.600668400000004,-70.8832599,2388.483196609529
2500952490,42.5342793,-70.9697817,2402.4606165444316
2501300840,42.0647311,-72.6534774,2303.627411335619
2502746820,42.3233423,-71.6462358,2332.1113126560435
2502701885,42.6486969,-71.9198962,2215.919926937565
2502702760,42.1987079,-71.8460062,2345.958511950641
2502706015,42.0399909,-71.5324059,2410.2360598430414
2502706365,42.4399331,-71.6018847,2283.8502479054396
2502707525,42.3550489,-71.716157,2333.5600759301656
2502714395,42.4118873,-71.6900054,2304.543324738541
2502717300,42.0530722,-71.7522414,2344.392710741259
2502718560,42.2096822,-72.0401777,2289.7122998477694
2502726430,42.2091512,-71.6836442,2348.1859371351484
2500560645,41.8397984,-71.3180471,2400.827424119999
2500505280,41.8380611,-71.0776152,2415.2535080129364
2502731435,42.4951109,-72.0023392,2215.6309870695754
2502735075,42.5208757,-71.7706106,2264.9847478800007
2502737420,42.5826069,-71.7204641,2250.981708425553
2502740255,42.0938697,-71.544519,2395.9072673455803
2502741340,42.1922464,-71.777649,2354.0354063627333
2500522130,41.6336673,-70.8713617,2479.9365959722963
2501330665,42.0467834,-72.1802118,2299.407143832713
2501546330,42.3270445,-72.6746304,2252.331912008435
2501554030,42.5123532,-72.9186658,2218.8683917359454
2501564145,42.2565324,-72.5802475,2246.5619239424013
2501582175,42.3975593,-72.9433922,2264.903899476061
2501562745,42.2269485,-72.7415876,2296.737716025703
2501576380,42.3140779,-72.7779767,2303.1929159853603
2502734795,42.2384267,-71.9123398,2326.818177654796
2502747135,42.2675643,-72.0668759,2264.6841358240235
2502758825,42.3882849,-71.9698654,2274.0878557428155
2502766105,42.2472111,-71.9918667,2304.2626558873167
2502750670,42.3508615,-72.044248,2250.0262727553895
2502751825,42.1282605,-71.8671001,2340.447987975386
2502752420,42.3116934,-71.940282,2306.5259038712265
2501540990,42.3673523,-73.0239895,2238.194919694879
2502767385,42.4479238,-71.7760449,2298.9965758400017
2502771620,42.0611658,-71.6436275,2368.9542038840805
2502780405,42.6681596,-72.0556441,2180.9662639119424
2501377890,42.1254511,-72.6497341,2290.3598279421863
2501306085,42.1901905,-72.9542627,2350.3589311115597
2501313485,42.2697278,-72.9344954,2324.901600170675
2501313660,42.1775863,-72.5701892,2265.491635902431
2501326675,42.0873555,-72.9083495,2399.5192799813826
2501328075,42.0711876,-72.4177176,2285.498575902903
2501330840,42.2116562,-72.642448,2266.390031964418
2501337175,42.1835768,-72.4578116,2260.147485068558
2501342530,42.2203954,-72.8349995,2333.204923984832
2501367000,42.115454,-72.5399783,2282.4830149885656
2501704615,42.4993321,-71.2819012,2318.1758638407127
2501707350,42.4859849,-71.5209848,2267.363623920001
2501709840,42.5032267,-71.201713,2343.8144718666426
2501711525,42.5368071,-71.361324,2279.531683827634
2501715060,42.4629107,-71.3644962,2298.194605538844
2502328285,42.1229562,-70.8563099,2431.48806793225
2502338855,42.1151393,-70.7103308,2444.177861528653
2502350145,42.1645688,-70.8188439,2432.2387319721324
2502372985,41.7610398,-70.701779,2480.763685192303
2501724960,42.3079052,-71.4361957,2328.8106438540485
2501731540,42.3890712,-71.5458637,2297.4380119056123
2501737875,42.4293799,-71.0587065,2399.441280119752
2500334340,42.5358751,-73.2410907,2111.0700626635244
2500938400,42.4956288,-70.8358197,2435.0245439600003
2501529265,42.3894016,-72.6168064,2214.695074313789
